work_id,pid,pillar,domain,module,title,objective,outputs,dependencies,risk,model_routing,verification,escalation
DD-RFIMANA-RFICORE-TUW-001,P11,Due Diligence Vault,RFI Management,RFI Core,RFI schema 구현,RFI schema 구현을/를 구현하여 RFI Core capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DD-RFIMANA-RFICORE-TUW-002,P11,Due Diligence Vault,RFI Management,RFI Core,RFI category enum 구현,RFI category enum 구현을/를 구현하여 RFI Core capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DD-RFIMANA-RFICORE-TUW-003,P11,Due Diligence Vault,RFI Management,RFI Core,RFI status enum 구현,RFI status enum 구현을/를 구현하여 RFI Core capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DD-RFIMANA-RFICORE-TUW-004,P11,Due Diligence Vault,RFI Management,RFI Core,RFI template import 구현,RFI template import 구현을/를 구현하여 RFI Core capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DD-RFIMANA-RFICORE-TUW-005,P11,Due Diligence Vault,RFI Management,RFI Core,RFI list UI 구현,RFI list UI 구현을/를 구현하여 RFI Core capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DD-DATAROOMMA-RFIDOCULIN-TUW-001,P11,Due Diligence Vault,Data Room Mapping,RFI Document Linker,RFI-document link 구현,RFI-document link 구현을/를 구현하여 RFI Document Linker capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DD-DATAROOMMA-RFIDOCULIN-TUW-002,P11,Due Diligence Vault,Data Room Mapping,RFI Document Linker,missing document detector 구현,missing document detector 구현을/를 구현하여 RFI Document Linker capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DD-DATAROOMMA-RFIDOCULIN-TUW-003,P11,Due Diligence Vault,Data Room Mapping,RFI Document Linker,supplement request status 구현,supplement request status 구현을/를 구현하여 RFI Document Linker capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DD-DATAROOMMA-RFIDOCULIN-TUW-004,P11,Due Diligence Vault,Data Room Mapping,RFI Document Linker,RFI overdue flag 구현,RFI overdue flag 구현을/를 구현하여 RFI Document Linker capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DD-DATAROOMMA-RFIDOCULIN-TUW-005,P11,Due Diligence Vault,Data Room Mapping,RFI Document Linker,RFI audit event 구현,RFI audit event 구현을/를 구현하여 RFI Document Linker capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DD-ISSUMANA-DDISSU-TUW-001,P11,Due Diligence Vault,Issue Management,DD Issue,DD issue schema 구현,DD issue schema 구현을/를 구현하여 DD Issue capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DD-ISSUMANA-DDISSU-TUW-002,P11,Due Diligence Vault,Issue Management,DD Issue,risk level enum 구현,risk level enum 구현을/를 구현하여 DD Issue capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DD-ISSUMANA-DDISSU-TUW-003,P11,Due Diligence Vault,Issue Management,DD Issue,source document citation link 구현,source document citation link 구현을/를 구현하여 DD Issue capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DD-ISSUMANA-DDISSU-TUW-004,P11,Due Diligence Vault,Issue Management,DD Issue,report inclusion flag 구현,report inclusion flag 구현을/를 구현하여 DD Issue capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
DD-ISSUMANA-DDISSU-TUW-005,P11,Due Diligence Vault,Issue Management,DD Issue,DD issue table UI 구현,DD issue table UI 구현을/를 구현하여 DD Issue capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
LIT-EVIDMANA-EVIDCORE-TUW-001,P12,Litigation Vault,Evidence Management,Evidence Core,Evidence schema 구현,Evidence schema 구현을/를 구현하여 Evidence Core capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
LIT-EVIDMANA-EVIDCORE-TUW-002,P12,Litigation Vault,Evidence Management,Evidence Core,evidence number format 설정,evidence number format 설정을/를 구현하여 Evidence Core capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
LIT-EVIDMANA-EVIDCORE-TUW-003,P12,Litigation Vault,Evidence Management,Evidence Core,evidence number duplicate validation,evidence number duplicate validation을/를 구현하여 Evidence Core capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
LIT-EVIDMANA-EVIDCORE-TUW-004,P12,Litigation Vault,Evidence Management,Evidence Core,evidence metadata editor 구현,evidence metadata editor 구현을/를 구현하여 Evidence Core capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
LIT-EVIDMANA-EVIDCORE-TUW-005,P12,Litigation Vault,Evidence Management,Evidence Core,evidence audit event 구현,evidence audit event 구현을/를 구현하여 Evidence Core capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
LIT-FACTLEDG-FACTSOUR-TUW-001,P12,Litigation Vault,Fact Ledger,Fact Source,FactLedgerItem schema 구현,FactLedgerItem schema 구현을/를 구현하여 Fact Source capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
LIT-FACTLEDG-FACTSOUR-TUW-002,P12,Litigation Vault,Fact Ledger,Fact Source,fact-evidence link 구현,fact-evidence link 구현을/를 구현하여 Fact Source capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
LIT-FACTLEDG-FACTSOUR-TUW-003,P12,Litigation Vault,Fact Ledger,Fact Source,disputed flag 구현,disputed flag 구현을/를 구현하여 Fact Source capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
LIT-FACTLEDG-FACTSOUR-TUW-004,P12,Litigation Vault,Fact Ledger,Fact Source,fact timeline sort API 구현,fact timeline sort API 구현을/를 구현하여 Fact Source capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
LIT-FACTLEDG-FACTSOUR-TUW-005,P12,Litigation Vault,Fact Ledger,Fact Source,fact ledger UI table 구현,fact ledger UI table 구현을/를 구현하여 Fact Source capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
LIT-ISSUTREE-ISSUEVID-TUW-001,P12,Litigation Vault,Issue Tree,Issue Evidence,IssueTree node schema 구현,IssueTree node schema 구현을/를 구현하여 Issue Evidence capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
LIT-ISSUTREE-ISSUEVID-TUW-002,P12,Litigation Vault,Issue Tree,Issue Evidence,issue hierarchy API 구현,issue hierarchy API 구현을/를 구현하여 Issue Evidence capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
LIT-ISSUTREE-ISSUEVID-TUW-003,P12,Litigation Vault,Issue Tree,Issue Evidence,issue-evidence link 구현,issue-evidence link 구현을/를 구현하여 Issue Evidence capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
LIT-ISSUTREE-ISSUEVID-TUW-004,P12,Litigation Vault,Issue Tree,Issue Evidence,issue tree UI 구현,issue tree UI 구현을/를 구현하여 Issue Evidence capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
LIT-ISSUTREE-ISSUEVID-TUW-005,P12,Litigation Vault,Issue Tree,Issue Evidence,authority support link 구현,authority support link 구현을/를 구현하여 Issue Evidence capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-EXTEWORK-WORK-TUW-001,P13,External Portal / VDR,External Workspace,Workspace,ExternalWorkspace schema 구현,ExternalWorkspace schema 구현을/를 구현하여 Workspace capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-EXTEWORK-WORK-TUW-002,P13,External Portal / VDR,External Workspace,Workspace,external workspace create API 구현,external workspace create API 구현을/를 구현하여 Workspace capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-EXTEWORK-WORK-TUW-003,P13,External Portal / VDR,External Workspace,Workspace,workspace permission model 구현,workspace permission model 구현을/를 구현하여 Workspace capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-EXTEWORK-WORK-TUW-004,P13,External Portal / VDR,External Workspace,Workspace,workspace expiration 구현,workspace expiration 구현을/를 구현하여 Workspace capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-EXTEWORK-WORK-TUW-005,P13,External Portal / VDR,External Workspace,Workspace,workspace audit event 구현,workspace audit event 구현을/를 구현하여 Workspace capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-EXTEUSER-INVI-TUW-001,P13,External Portal / VDR,External User,Invitation,ExternalUser schema 구현,ExternalUser schema 구현을/를 구현하여 Invitation capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-EXTEUSER-INVI-TUW-002,P13,External Portal / VDR,External User,Invitation,external invitation token 생성,external invitation token 생성을/를 구현하여 Invitation capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-EXTEUSER-INVI-TUW-003,P13,External Portal / VDR,External User,Invitation,external MFA requirement flag 구현,external MFA requirement flag 구현을/를 구현하여 Invitation capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-EXTEUSER-INVI-TUW-004,P13,External Portal / VDR,External User,Invitation,external user access status 구현,external user access status 구현을/를 구현하여 Invitation capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-EXTEUSER-INVI-TUW-005,P13,External Portal / VDR,External User,Invitation,invitation audit event 구현,invitation audit event 구현을/를 구현하여 Invitation capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-SECULINK-LINKSECU-TUW-001,P13,External Portal / VDR,Secure Link,Link Security,secure link schema 구현,secure link schema 구현을/를 구현하여 Link Security capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-SECULINK-LINKSECU-TUW-002,P13,External Portal / VDR,Secure Link,Link Security,expiresAt validation 구현,expiresAt validation 구현을/를 구현하여 Link Security capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-SECULINK-LINKSECU-TUW-003,P13,External Portal / VDR,Secure Link,Link Security,revocation 구현,revocation 구현을/를 구현하여 Link Security capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-SECULINK-LINKSECU-TUW-004,P13,External Portal / VDR,Secure Link,Link Security,expired link access block 구현,expired link access block 구현을/를 구현하여 Link Security capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-SECULINK-LINKSECU-TUW-005,P13,External Portal / VDR,Secure Link,Link Security,secure link audit event 구현,secure link audit event 구현을/를 구현하여 Link Security capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-WATE-VIEWWATE-TUW-001,P13,External Portal / VDR,Watermark,Viewer Watermark,PDF watermark overlay 구현,PDF watermark overlay 구현을/를 구현하여 Viewer Watermark capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-WATE-VIEWWATE-TUW-002,P13,External Portal / VDR,Watermark,Viewer Watermark,viewer watermark 구현,viewer watermark 구현을/를 구현하여 Viewer Watermark capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-WATE-VIEWWATE-TUW-003,P13,External Portal / VDR,Watermark,Viewer Watermark,download-disabled viewer mode 구현,download-disabled viewer mode 구현을/를 구현하여 Viewer Watermark capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,High,Tier B + Reviewer,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-WATE-VIEWWATE-TUW-004,P13,External Portal / VDR,Watermark,Viewer Watermark,watermark audit metadata 저장,watermark audit metadata 저장을/를 구현하여 Viewer Watermark capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-QA-QAWORK-TUW-001,P13,External Portal / VDR,Q&A,Q&A Workflow,Q&A thread schema 구현,Q&A thread schema 구현을/를 구현하여 Q&A Workflow capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-QA-QAWORK-TUW-002,P13,External Portal / VDR,Q&A,Q&A Workflow,question create API 구현,question create API 구현을/를 구현하여 Q&A Workflow capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-QA-QAWORK-TUW-003,P13,External Portal / VDR,Q&A,Q&A Workflow,answer workflow 구현,answer workflow 구현을/를 구현하여 Q&A Workflow capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-QA-QAWORK-TUW-004,P13,External Portal / VDR,Q&A,Q&A Workflow,Q&A export 구현,Q&A export 구현을/를 구현하여 Q&A Workflow capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Medium,Tier C/D + Automated Verification,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
VDR-QA-QAWORK-TUW-005,P13,External Portal / VDR,Q&A,Q&A Workflow,external Q&A audit 구현,external Q&A audit 구현을/를 구현하여 Q&A Workflow capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
RECORD-RETEPOLI-POLIENGI-TUW-001,P14,Records Management,Retention Policy,Policy Engine,RetentionPolicy schema 구현,RetentionPolicy schema 구현을/를 구현하여 Policy Engine capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
RECORD-RETEPOLI-POLIENGI-TUW-002,P14,Records Management,Retention Policy,Policy Engine,policy assignment to Matter 구현,policy assignment to Matter 구현을/를 구현하여 Policy Engine capability를 검증 가능한 단위로 제공한다.,서비스 함수/API/UI/worker/test 중 해당 산출물,상위 schema/API 확정,Critical,Tier S/A + Human Gate,"기능검증, 권한검증, 감사로그 또는 회귀검증 중 해당 항목 통과","명세 불명확, 권한/보안 영향, schema 변경 필요, loop budget 초과 시 Planner/Governor로 escalate"
